datetime;Temperature
2020-03-01 15:45:30;93.5097
2020-03-01 15:45:31;93.3762
2020-03-01 15:45:32;93.0468
2020-03-01 15:45:33;93.3674
2020-03-01 15:45:34;93.6504
2020-03-01 15:45:35;93.6062
2020-03-01 15:45:36;93.1454
2020-03-01 15:45:37;93.6549
2020-03-01 15:45:38;93.5102
2020-03-01 15:45:39;93.6754
2020-03-01 15:45:40;93.4179
2020-03-01 15:45:41;93.5754
2020-03-01 15:45:43;93.4844
2020-03-01 15:45:44;93.1835
2020-03-01 15:45:45;93.1279
2020-03-01 15:45:46;93.2399
2020-03-01 15:45:47;93.2595
2020-03-01 15:45:48;93.2633
2020-03-01 15:45:49;93.0989
2020-03-01 15:45:50;93.5751
2020-03-01 15:45:51;93.2222
2020-03-01 15:45:52;93.2296
2020-03-01 15:45:53;93.2415
2020-03-01 15:45:54;93.7497
2020-03-01 15:45:55;93.1258
2020-03-01 15:45:56;93.2882
2020-03-01 15:45:57;93.3396
2020-03-01 15:45:58;93.2296
2020-03-01 15:45:59;93.2056
2020-03-01 15:46:00;93.2547
2020-03-01 15:46:01;93.2429
2020-03-01 15:46:02;93.3172
2020-03-01 15:46:03;93.2738
2020-03-01 15:46:04;93.3456
2020-03-01 15:46:05;93.4848
2020-03-01 15:46:07;93.3236
2020-03-01 15:46:08;93.4418
2020-03-01 15:46:09;93.2112
2020-03-01 15:46:10;93.4691
2020-03-01 15:46:11;93.3735
2020-03-01 15:46:12;93.4296
2020-03-01 15:46:13;93.4267
2020-03-01 15:46:14;93.4053
2020-03-01 15:46:15;93.4603
2020-03-01 15:46:16;93.4336
2020-03-01 15:46:17;93.3653
2020-03-01 15:46:18;93.355
2020-03-01 15:46:19;93.3641
2020-03-01 15:46:20;93.2651
2020-03-01 15:46:21;93.2644
2020-03-01 15:46:22;93.2649
2020-03-01 15:46:23;93.395
2020-03-01 15:46:24;93.371
2020-03-01 15:46:25;93.4414
2020-03-01 15:46:26;93.4819
2020-03-01 15:46:27;93.5429
2020-03-01 15:46:29;93.4627
2020-03-01 15:46:30;93.5477
2020-03-01 15:46:31;93.8374
2020-03-01 15:46:32;93.4215
2020-03-01 15:46:33;93.68
2020-03-01 15:46:34;93.53
2020-03-01 15:46:35;93.8188
2020-03-01 15:46:36;93.7261
2020-03-01 15:46:37;93.4027
2020-03-01 15:46:38;93.5293
2020-03-01 15:46:39;93.7503
2020-03-01 15:46:40;94.0354
2020-03-01 15:46:41;93.9659
2020-03-01 15:46:42;93.9552
2020-03-01 15:46:43;94.0867
2020-03-01 15:46:44;94.0292
2020-03-01 15:46:45;94.05
2020-03-01 15:46:46;94.0534
2020-03-01 15:46:47;93.9567
2020-03-01 15:46:48;93.9798
2020-03-01 15:46:49;93.8372
2020-03-01 15:46:51;93.9682
2020-03-01 15:46:52;94.1985
2020-03-01 15:46:53;93.9795
2020-03-01 15:46:54;94.2721
2020-03-01 15:46:55;94.12
2020-03-01 15:46:56;93.9385
2020-03-01 15:46:57;93.9495
2020-03-01 15:46:58;94.0025
2020-03-01 15:46:59;94.1159
2020-03-01 15:47:00;94.0361
2020-03-01 15:47:01;94.1225
2020-03-01 15:47:02;94.2352
2020-03-01 15:47:03;94.1041
2020-03-01 15:47:04;93.99
2020-03-01 15:47:05;94.0962
2020-03-01 15:47:06;94.1284
2020-03-01 15:47:07;94.1201
2020-03-01 15:47:08;94.1217
2020-03-01 15:47:09;94.3914
2020-03-01 15:47:11;94.2094
2020-03-01 15:47:12;94.2439
2020-03-01 15:47:13;94.2231
2020-03-01 15:47:14;94.2029
2020-03-01 15:47:15;94.1322
2020-03-01 15:47:16;94.257
2020-03-01 15:47:17;94.1987
2020-03-01 15:47:18;94.0804
2020-03-01 15:47:19;94.3064
2020-03-01 15:47:20;94.2318
2020-03-01 15:47:21;94.4026
2020-03-01 15:47:22;94.244
2020-03-01 15:47:23;94.2608
2020-03-01 15:47:24;94.2566
2020-03-01 15:47:25;94.4869
2020-03-01 15:47:26;93.8481
2020-03-01 15:47:27;94.5298
2020-03-01 15:47:28;94.4212
2020-03-01 15:47:29;94.2708
2020-03-01 15:47:30;94.3932
2020-03-01 15:47:31;94.3191
2020-03-01 15:47:32;94.0133
2020-03-01 15:47:33;94.4255
2020-03-01 15:47:35;93.8368
2020-03-01 15:47:36;93.8281
2020-03-01 15:47:37;93.9402
2020-03-01 15:47:38;94.3433
2020-03-01 15:47:39;94.4385
2020-03-01 15:47:40;93.9389
2020-03-01 15:47:41;93.8941
2020-03-01 15:47:42;94.395
2020-03-01 15:47:43;93.913
2020-03-01 15:47:44;94.0747
2020-03-01 15:47:45;94.0296
2020-03-01 15:47:46;94.0782
2020-03-01 15:47:47;94.0018
2020-03-01 15:47:48;94.0113
2020-03-01 15:47:49;93.9842
2020-03-01 15:47:50;93.8987
2020-03-01 15:47:51;93.961
2020-03-01 15:47:52;94.075
2020-03-01 15:47:53;93.9056
2020-03-01 15:47:55;94.0593
2020-03-01 15:47:56;93.9854
2020-03-01 15:47:57;94.0276
2020-03-01 15:47:58;93.883
2020-03-01 15:47:59;94.0657
2020-03-01 15:48:00;93.7799
2020-03-01 15:48:01;93.9825
2020-03-01 15:48:02;93.91
2020-03-01 15:48:03;94.0712
2020-03-01 15:48:04;94.0102
2020-03-01 15:48:05;94.1401
2020-03-01 15:48:06;93.8741
2020-03-01 15:48:07;94.005
2020-03-01 15:48:08;93.962
2020-03-01 15:48:09;93.9021
2020-03-01 15:48:10;93.987
2020-03-01 15:48:11;93.9329
2020-03-01 15:48:12;94.0446
2020-03-01 15:48:13;93.9591
2020-03-01 15:48:14;94.0777
2020-03-01 15:48:16;93.8407
2020-03-01 15:48:17;93.9158
2020-03-01 15:48:18;93.9125
2020-03-01 15:48:19;94.227
2020-03-01 15:48:20;94.006
2020-03-01 15:48:21;94.0737
2020-03-01 15:48:22;94.669
2020-03-01 15:48:23;94.3688
2020-03-01 15:48:24;93.9971
2020-03-01 15:48:25;94.6086
2020-03-01 15:48:26;94.0894
2020-03-01 15:48:27;94.2173
2020-03-01 15:48:28;94.2166
2020-03-01 15:48:29;94.2419
2020-03-01 15:48:30;94.0523
2020-03-01 15:48:31;94.1749
2020-03-01 15:48:32;94.1471
2020-03-01 15:48:33;93.9857
2020-03-01 15:48:34;94.0783
2020-03-01 15:48:35;94.2266
2020-03-01 15:48:37;94.1547
2020-03-01 15:48:38;94.3177
2020-03-01 15:48:39;94.3926
2020-03-01 15:48:40;94.4696
2020-03-01 15:48:41;94.5256
2020-03-01 15:48:42;94.5442
2020-03-01 15:48:43;94.6169
2020-03-01 15:48:44;94.4199
2020-03-01 15:48:45;94.4621
2020-03-01 15:48:46;94.4929
2020-03-01 15:48:47;94.4794
2020-03-01 15:48:48;94.3657
2020-03-01 15:48:49;94.6069
2020-03-01 15:48:50;94.5323
2020-03-01 15:48:51;94.4244
2020-03-01 15:48:52;94.4847
2020-03-01 15:48:53;94.5786
2020-03-01 15:48:54;94.6388
2020-03-01 15:48:55;94.0383
2020-03-01 15:48:56;94.434
2020-03-01 15:48:58;94.5523
2020-03-01 15:48:59;94.4744
2020-03-01 15:49:00;94.6072
2020-03-01 15:49:01;94.6053
2020-03-01 15:49:02;94.4471
2020-03-01 15:49:03;94.5605
2020-03-01 15:49:04;94.5877
2020-03-01 15:49:05;94.4949
2020-03-01 15:49:06;94.5948
2020-03-01 15:49:07;94.6777
2020-03-01 15:49:08;94.7049
2020-03-01 15:49:09;94.6657
2020-03-01 15:49:10;94.8327
2020-03-01 15:49:11;94.6426
2020-03-01 15:49:12;94.7546
2020-03-01 15:49:13;94.9664
2020-03-01 15:49:15;94.7045
2020-03-01 15:49:16;94.8356
2020-03-01 15:49:17;94.9948
2020-03-01 15:49:18;94.6147
2020-03-01 15:49:19;94.8539
2020-03-01 15:49:20;94.8105
2020-03-01 15:49:21;94.3864
2020-03-01 15:49:22;94.8153
2020-03-01 15:49:23;94.786
2020-03-01 15:49:24;94.6895
2020-03-01 15:49:25;94.5335
2020-03-01 15:49:26;94.2414
2020-03-01 15:49:27;94.3253
2020-03-01 15:49:28;94.4981
2020-03-01 15:49:29;94.1995
2020-03-01 15:49:30;94.4112
2020-03-01 15:49:31;94.2333
2020-03-01 15:49:32;94.1953
2020-03-01 15:49:33;94.4364
2020-03-01 15:49:34;94.2019
2020-03-01 15:49:35;94.9112
2020-03-01 15:49:36;94.3197
2020-03-01 15:49:38;94.2751
2020-03-01 15:49:39;94.8229
2020-03-01 15:49:40;94.3126
2020-03-01 15:49:41;94.3694
2020-03-01 15:49:42;94.1582
2020-03-01 15:49:43;94.3253
2020-03-01 15:49:44;94.3529
2020-03-01 15:49:45;94.4725
2020-03-01 15:49:46;94.4096
2020-03-01 15:49:47;94.4644
2020-03-01 15:49:48;94.4082
2020-03-01 15:49:49;94.3579
2020-03-01 15:49:50;94.3951
2020-03-01 15:49:51;94.3432
2020-03-01 15:49:52;94.4255
2020-03-01 15:49:53;94.4331
2020-03-01 15:49:54;94.5363
2020-03-01 15:49:55;94.7503
2020-03-01 15:49:56;94.2916
2020-03-01 15:49:58;94.5238
2020-03-01 15:49:59;94.3564
2020-03-01 15:50:00;94.2265
2020-03-01 15:50:01;94.3429
2020-03-01 15:50:02;94.4693
2020-03-01 15:50:03;94.3673
2020-03-01 15:50:04;94.3858
2020-03-01 15:50:05;94.3804
2020-03-01 15:50:06;94.3378
2020-03-01 15:50:07;94.2337
2020-03-01 15:50:08;94.2672
2020-03-01 15:50:09;94.3329
2020-03-01 15:50:10;94.3311
2020-03-01 15:50:11;94.5511
2020-03-01 15:50:12;94.5721
2020-03-01 15:50:13;94.3244
2020-03-01 15:50:14;94.3656
2020-03-01 15:50:15;94.4468
2020-03-01 15:50:16;94.6058
2020-03-01 15:50:17;94.3618
2020-03-01 15:50:19;94.4031
2020-03-01 15:50:20;94.5622
2020-03-01 15:50:21;94.3862
2020-03-01 15:50:22;94.5336
2020-03-01 15:50:23;94.8251
2020-03-01 15:50:24;94.7305
2020-03-01 15:50:25;94.455
2020-03-01 15:50:26;94.7933
2020-03-01 15:50:27;94.8251
2020-03-01 15:50:28;94.6632
2020-03-01 15:50:29;94.8511
2020-03-01 15:50:30;94.8192
2020-03-01 15:50:31;94.6497
2020-03-01 15:50:32;94.3726
2020-03-01 15:50:33;94.7705
2020-03-01 15:50:34;94.6965
2020-03-01 15:50:35;94.7493
2020-03-01 15:50:36;94.7891
2020-03-01 15:50:38;94.8052
2020-03-01 15:50:39;94.7876
2020-03-01 15:50:40;94.7479
2020-03-01 15:50:41;94.9139
2020-03-01 15:50:42;94.8005
2020-03-01 15:50:43;94.8438
2020-03-01 15:50:44;94.7064
2020-03-01 15:50:45;94.743
2020-03-01 15:50:46;94.6928
2020-03-01 15:50:47;94.8863
2020-03-01 15:50:48;94.8638
2020-03-01 15:50:49;94.8188
2020-03-01 15:50:50;94.8385
2020-03-01 15:50:51;94.8261
2020-03-01 15:50:52;94.8784
2020-03-01 15:50:53;94.9364
2020-03-01 15:50:54;94.3573
2020-03-01 15:50:55;94.8938
2020-03-01 15:50:57;94.7686
2020-03-01 15:50:58;94.9345
2020-03-01 15:50:59;94.7211
2020-03-01 15:51:00;94.8999
2020-03-01 15:51:01;94.8659
2020-03-01 15:51:02;95.0034
2020-03-01 15:51:03;95.0114
2020-03-01 15:51:04;94.9964
2020-03-01 15:51:05;94.7692
2020-03-01 15:51:06;94.8602
2020-03-01 15:51:07;94.9118
2020-03-01 15:51:08;94.3596
2020-03-01 15:51:09;94.9765
2020-03-01 15:51:10;94.7981
2020-03-01 15:51:11;94.5471
2020-03-01 15:51:12;94.763
2020-03-01 15:51:13;94.9179
2020-03-01 15:51:14;94.5588
2020-03-01 15:51:15;94.6305
2020-03-01 15:51:16;94.2576
2020-03-01 15:51:18;94.7793
2020-03-01 15:51:19;94.1363
2020-03-01 15:51:20;94.1953
2020-03-01 15:51:21;94.2222
2020-03-01 15:51:22;94.1762
2020-03-01 15:51:23;94.2064
2020-03-01 15:51:24;94.0185
2020-03-01 15:51:25;94.0752
2020-03-01 15:51:26;94.3818
2020-03-01 15:51:27;94.0765
2020-03-01 15:51:28;94.1765
2020-03-01 15:51:29;94.6665
2020-03-01 15:51:30;94.0995
2020-03-01 15:51:31;94.1441
2020-03-01 15:51:32;94.1269
2020-03-01 15:51:33;94.1477
2020-03-01 15:51:34;94.1199
2020-03-01 15:51:35;94.011
2020-03-01 15:51:36;93.9704
2020-03-01 15:51:37;93.8313
2020-03-01 15:51:39;94.0653
2020-03-01 15:51:40;93.9962
2020-03-01 15:51:41;94.0821
2020-03-01 15:51:42;93.9533
2020-03-01 15:51:43;93.9126
2020-03-01 15:51:44;93.8564
2020-03-01 15:51:45;93.8994
2020-03-01 15:51:46;93.8139
2020-03-01 15:51:47;93.6269
2020-03-01 15:51:48;93.6083
2020-03-01 15:51:49;93.5491
2020-03-01 15:51:50;93.4692
2020-03-01 15:51:51;93.5216
2020-03-01 15:51:52;93.7049
2020-03-01 15:51:53;93.669
2020-03-01 15:51:54;93.4489
2020-03-01 15:51:55;93.4624
2020-03-01 15:51:56;93.3099
2020-03-01 15:51:57;93.4642
2020-03-01 15:51:59;93.3153
2020-03-01 15:52:00;93.2776
2020-03-01 15:52:01;93.5296
2020-03-01 15:52:02;93.1911
2020-03-01 15:52:03;93.2285
2020-03-01 15:52:04;93.1524
2020-03-01 15:52:05;93.3436
2020-03-01 15:52:06;93.0914
2020-03-01 15:52:07;92.9916
2020-03-01 15:52:08;93.119
2020-03-01 15:52:09;93.1448
2020-03-01 15:52:10;93.357
2020-03-01 15:52:11;93.0088
2020-03-01 15:52:12;93.3318
2020-03-01 15:52:13;93.0975
2020-03-01 15:52:14;93.311
2020-03-01 15:52:15;92.7576
2020-03-01 15:52:16;93.1392
2020-03-01 15:52:17;93.1239
2020-03-01 15:52:18;92.9479
2020-03-01 15:52:19;92.9579
2020-03-01 15:52:21;93.0578
2020-03-01 15:52:22;92.9311
2020-03-01 15:52:23;93.0692
2020-03-01 15:52:24;92.905
2020-03-01 15:52:25;92.9308
2020-03-01 15:52:26;92.8663
2020-03-01 15:52:27;92.8501
2020-03-01 15:52:28;92.8832
2020-03-01 15:52:29;92.809
2020-03-01 15:52:30;92.8214
2020-03-01 15:52:31;92.5943
2020-03-01 15:52:32;92.5975
2020-03-01 15:52:33;92.6895
2020-03-01 15:52:34;92.778
2020-03-01 15:52:35;92.5598
2020-03-01 15:52:36;92.5358
2020-03-01 15:52:37;92.4634
2020-03-01 15:52:38;92.405
2020-03-01 15:52:39;92.6219
2020-03-01 15:52:40;92.5133
2020-03-01 15:52:41;92.3212
2020-03-01 15:52:43;92.5763
2020-03-01 15:52:44;92.4919
2020-03-01 15:52:45;92.2333
2020-03-01 15:52:46;92.4908
2020-03-01 15:52:47;92.3194
2020-03-01 15:52:48;92.3067
2020-03-01 15:52:49;92.2666
2020-03-01 15:52:50;92.2314
2020-03-01 15:52:51;92.1355
2020-03-01 15:52:52;92.3317
2020-03-01 15:52:53;92.1451
2020-03-01 15:52:54;92.141
2020-03-01 15:52:55;92.0386
2020-03-01 15:52:56;92.0346
2020-03-01 15:52:57;91.7934
2020-03-01 15:52:58;91.9155
2020-03-01 15:52:59;91.5162
2020-03-01 15:53:00;91.7568
2020-03-01 15:53:01;91.3852
2020-03-01 15:53:02;91.5067
2020-03-01 15:53:03;91.2953
2020-03-01 15:53:05;91.4008
2020-03-01 15:53:06;91.272
2020-03-01 15:53:07;91.7079
2020-03-01 15:53:08;91.4797
2020-03-01 15:53:09;91.1728
2020-03-01 15:53:10;91.3811
2020-03-01 15:53:11;91.096
2020-03-01 15:53:12;91.4496
2020-03-01 15:53:13;91.0229
2020-03-01 15:53:14;91.0898
2020-03-01 15:53:15;91.0263
2020-03-01 15:53:16;91.0832
2020-03-01 15:53:17;91.491
2020-03-01 15:53:18;90.8978
2020-03-01 15:53:19;90.8952
2020-03-01 15:53:20;90.9347
2020-03-01 15:53:21;90.7889
2020-03-01 15:53:22;90.8356
2020-03-01 15:53:23;90.8912
2020-03-01 15:53:24;90.825
2020-03-01 15:53:25;90.7046
2020-03-01 15:53:26;90.6187
2020-03-01 15:53:28;90.59
2020-03-01 15:53:29;90.6546
2020-03-01 15:53:30;90.9146
2020-03-01 15:53:31;90.7911
2020-03-01 15:53:32;90.4918
2020-03-01 15:53:33;90.6499
2020-03-01 15:53:34;90.8694
2020-03-01 15:53:35;90.5271
2020-03-01 15:53:36;90.5423
2020-03-01 15:53:37;90.4183
2020-03-01 15:53:38;90.4954
2020-03-01 15:53:39;90.3916
2020-03-01 15:53:40;90.3256
2020-03-01 15:53:41;90.3898
2020-03-01 15:53:42;90.196
2020-03-01 15:53:43;90.3655
2020-03-01 15:53:44;90.1773
2020-03-01 15:53:45;90.2941
2020-03-01 15:53:46;90.3864
2020-03-01 15:53:47;90.1258
2020-03-01 15:53:48;90.145
2020-03-01 15:53:49;90.0928
2020-03-01 15:53:50;90.1938
2020-03-01 15:53:52;90.0013
2020-03-01 15:53:53;90.1092
2020-03-01 15:53:54;90.0809
2020-03-01 15:53:55;89.9313
2020-03-01 15:53:56;89.9392
2020-03-01 15:53:57;90.164
2020-03-01 15:53:58;90.1132
2020-03-01 15:53:59;89.953
2020-03-01 15:54:00;90.075
2020-03-01 15:54:01;90.1519
2020-03-01 15:54:02;89.8632
2020-03-01 15:54:03;89.9974
2020-03-01 15:54:04;89.9337
2020-03-01 15:54:05;89.9217
2020-03-01 15:54:06;90.0523
2020-03-01 15:54:07;90.161
2020-03-01 15:54:08;90.1804
2020-03-01 15:54:09;90.3265
2020-03-01 15:54:10;89.9231
2020-03-01 15:54:11;90.2335
2020-03-01 15:54:12;90.1887
2020-03-01 15:54:13;90.3632
2020-03-01 15:54:15;90.112
2020-03-01 15:54:16;89.7787
2020-03-01 15:54:17;90.2288
2020-03-01 15:54:18;90.3198
2020-03-01 15:54:19;89.7256
2020-03-01 15:54:20;90.208
2020-03-01 15:54:21;89.6517
2020-03-01 15:54:22;90.0388
2020-03-01 15:54:23;90.0768
2020-03-01 15:54:24;90.1353
2020-03-01 15:54:25;90.0235
2020-03-01 15:54:26;89.696
2020-03-01 15:54:27;90.1314
2020-03-01 15:54:28;90.0099
2020-03-01 15:54:29;89.9161
2020-03-01 15:54:30;89.7197
2020-03-01 15:54:31;89.9577
2020-03-01 15:54:32;89.9128
2020-03-01 15:54:33;90.0258
2020-03-01 15:54:34;90.0297
2020-03-01 15:54:36;89.8677
2020-03-01 15:54:37;89.759
2020-03-01 15:54:38;90.0419
2020-03-01 15:54:39;89.7864
2020-03-01 15:54:40;89.9415
2020-03-01 15:54:41;89.8876
2020-03-01 15:54:42;89.728
2020-03-01 15:54:43;89.762
2020-03-01 15:54:44;89.9608
2020-03-01 15:54:45;89.8987
2020-03-01 15:54:46;89.7515
2020-03-01 15:54:47;90.0189
2020-03-01 15:54:48;89.8681
2020-03-01 15:54:49;89.7412
2020-03-01 15:54:50;89.8126
2020-03-01 15:54:51;89.9743
2020-03-01 15:54:52;90.1219
2020-03-01 15:54:53;89.8977
2020-03-01 15:54:54;89.9071
2020-03-01 15:54:55;89.8087
2020-03-01 15:54:56;89.9155
2020-03-01 15:54:57;89.8741
2020-03-01 15:54:59;89.9884
2020-03-01 15:55:00;89.939
2020-03-01 15:55:01;89.8078
2020-03-01 15:55:02;89.3916
2020-03-01 15:55:03;89.9781
2020-03-01 15:55:04;89.7962
2020-03-01 15:55:05;89.8118
2020-03-01 15:55:06;90.062
2020-03-01 15:55:07;89.9176
2020-03-01 15:55:08;89.8641
2020-03-01 15:55:09;89.898
2020-03-01 15:55:10;89.8298
2020-03-01 15:55:11;89.7597
2020-03-01 15:55:12;89.7327
2020-03-01 15:55:13;89.9174
2020-03-01 15:55:14;89.8721
2020-03-01 15:55:15;89.8562
2020-03-01 15:55:16;89.3976
2020-03-01 15:55:17;89.9191
2020-03-01 15:55:18;89.5584
2020-03-01 15:55:19;89.6439
2020-03-01 15:55:20;89.293
2020-03-01 15:55:21;89.9422
2020-03-01 15:55:22;89.7879
2020-03-01 15:55:24;89.8538
2020-03-01 15:55:25;89.4287
2020-03-01 15:55:26;89.8807
2020-03-01 15:55:27;89.264
2020-03-01 15:55:28;89.4847
2020-03-01 15:55:29;89.1491
2020-03-01 15:55:30;89.4661
2020-03-01 15:55:31;89.2914
2020-03-01 15:55:32;89.2356
2020-03-01 15:55:33;89.081
2020-03-01 15:55:34;89.3691
2020-03-01 15:55:35;89.4088
2020-03-01 15:55:36;89.3012
2020-03-01 15:55:37;89.0576
2020-03-01 15:55:38;89.1685
2020-03-01 15:55:39;89.1786
2020-03-01 15:55:40;89.1538
2020-03-01 15:55:41;89.1015
2020-03-01 15:55:42;89.1483
2020-03-01 15:55:43;89.054
2020-03-01 15:55:44;89.1663
2020-03-01 15:55:45;89.1861
2020-03-01 15:55:47;89.1377
2020-03-01 15:55:48;88.9488
2020-03-01 15:55:49;89.202
2020-03-01 15:55:50;89.0735
2020-03-01 15:55:51;89.0707
2020-03-01 15:55:52;89.1091
2020-03-01 15:55:53;89.0089
2020-03-01 15:55:54;89.1176
2020-03-01 15:55:55;89.1634
2020-03-01 15:55:56;89.1011
2020-03-01 15:55:57;88.972
2020-03-01 15:55:58;89.197
2020-03-01 15:55:59;89.0427
2020-03-01 15:56:00;89.0322
2020-03-01 15:56:01;89.0835
2020-03-01 15:56:02;89.0135
2020-03-01 15:56:03;88.8289
2020-03-01 15:56:04;89.0466
2020-03-01 15:56:05;88.8872
2020-03-01 15:56:06;89.0089
2020-03-01 15:56:07;88.8157
2020-03-01 15:56:08;88.8119
2020-03-01 15:56:10;89.0185
2020-03-01 15:56:11;88.9902
2020-03-01 15:56:12;88.9588
2020-03-01 15:56:13;88.9366
2020-03-01 15:56:14;88.9859
2020-03-01 15:56:15;89.2007
2020-03-01 15:56:16;89.0762
2020-03-01 15:56:17;89.2488
2020-03-01 15:56:18;88.9925
2020-03-01 15:56:19;88.9807
2020-03-01 15:56:20;89.2326
2020-03-01 15:56:21;88.9663
2020-03-01 15:56:22;88.865
2020-03-01 15:56:23;89.2284
2020-03-01 15:56:24;89.3518
2020-03-01 15:56:25;89.2681
2020-03-01 15:56:26;89.451
2020-03-01 15:56:27;89.5125
2020-03-01 15:56:28;89.6921
2020-03-01 15:56:30;89.8215
2020-03-01 15:56:31;89.2746
2020-03-01 15:56:32;89.5986
2020-03-01 15:56:33;89.7012
2020-03-01 15:56:34;89.3955
2020-03-01 15:56:35;89.7024
2020-03-01 15:56:36;89.7953
2020-03-01 15:56:37;90.0352
2020-03-01 15:56:38;89.8978
2020-03-01 15:56:39;89.9125
2020-03-01 15:56:40;89.896
2020-03-01 15:56:41;89.9549
2020-03-01 15:56:42;90.0475
2020-03-01 15:56:43;90.1338
2020-03-01 15:56:44;89.9826
2020-03-01 15:56:45;90.1367
2020-03-01 15:56:46;90.1274
2020-03-01 15:56:47;89.991
2020-03-01 15:56:48;90.0895
2020-03-01 15:56:50;90.0661
2020-03-01 15:56:51;90.1558
2020-03-01 15:56:52;90.301
2020-03-01 15:56:53;90.3849
2020-03-01 15:56:54;90.3963
2020-03-01 15:56:55;90.3176
2020-03-01 15:56:56;90.5635
2020-03-01 15:56:57;90.4584
2020-03-01 15:56:58;90.4399
2020-03-01 15:56:59;90.4704
2020-03-01 15:57:00;90.5
2020-03-01 15:57:01;90.6735
2020-03-01 15:57:02;90.5728
2020-03-01 15:57:03;90.4393
2020-03-01 15:57:04;90.62
2020-03-01 15:57:05;90.6663
2020-03-01 15:57:06;90.5676
